sku,upc,name,brand,category,price,list_price,currency,discount_percentage,available,stock,image_url,local_image,product_url,store,description,rating,reviews_count,size,scraped_at
3014871,750115841429,Crema Ácida San Marcos 400g,San Marcos,Lacteos,32.0,38.0,MXN,15.79,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57732813/7501158414297_00.jpg?v=638979008347970000,product_images\3014871.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-acida-san-marcos-400g-3014871/p,Chedraui,"Crema Ácida San Marcos 400g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo",4.6,65,,2025-11-18T17:19:57.817643
3014436,750120970989,Crema Sello Rojo Acida 450g,Sello Rojo,Lacteos,38.0,41.0,MXN,7.32,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/57969865/7501209709891_00.jpg?v=638980563020530000,product_images\3014436.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-sello-rojo-acida-450g-3014436/p,Chedraui,"Crema Sello Rojo Acida 450g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo",3.8,134,,2025-11-18T17:19:57.817665
3013807,000030138070,Crema Lyncott Reducida Grasa 400g,Lyncott,Lacteos,44.0,44.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/57547237/7501092102045_00.jpg?v=638977974938270000,product_images\3013807.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-lyncott-reducida-grasa-400g-3013807/p,Chedraui,"Crema Lyncott Reducida Grasa 400g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin ",4.8,465,,2025-11-18T17:19:57.817692
3786036,000037860363,Crema Pradel Entera Natural 200g,Pradel,Lacteos,21.0,21.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57774488/7503005126926_00.jpg?v=638979108464370000,product_images\3786036.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-pradel-entera-natural-200g-3786036/p,Chedraui,"Crema pasteurizada de leche de vaca.
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar s",4.1,178,,2025-11-18T17:19:57.817723
3717751,750130080025,Crema Querétaro Entera Acidifica Pasteurizada 900g,Querétaro,Lacteos,66.5,66.5,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/58691858/7501300800251_00.jpg?v=638990896030600000,product_images\3717751.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-queretaro-entera-acidifica-pasteurizada-900g-3717751/p,Chedraui,"Crema Querétaro Entera Acidifica Pasteurizada 900g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambia",4.9,236,,2025-11-18T17:19:57.817755
3717750,750130080024,Crema Querétaro Entera Acidifica Pasteurizada 450g,Querétaro,Lacteos,31.0,31.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/58691843/7501300800244_00.jpg?v=638990895996970000,product_images\3717750.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-queretaro-entera-acidifica-pasteurizada-450g-3717750/p,Chedraui,"Crema Querétaro Entera Acidifica Pasteurizada 450g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambia",4.4,139,,2025-11-18T17:19:57.817777
3882151,750172353300,Suplemento Alimenticio EnzyNew 30 Cápsulas,Otras Marcas,Lacteos,199.0,199.0,MXN,0,True,10,https://chedrauimx.vteximg.com.br/arquivos/ids/57854460/7501723533002_00.jpg?v=638979588501000000,product_images\3882151.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/suplemento-alimenticio-enzynew-30-capsulas-3882151/p,Chedraui,"Suplemento Alimenticio EnzyNew 30 Cápsulas.<div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o vari",4.6,496,,2025-11-18T17:19:58.419836
3877564,750303820910,Suplemento Alimenticio Birdman Myo & D-Chiro Inositol 90 Cápsulas,Birdman,Lacteos,439.0,439.0,MXN,0,True,10,https://chedrauimx.vteximg.com.br/arquivos/ids/58269688/7503038209108_00.jpg?v=638983392963800000,product_images\3877564.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/suplemento-alimenticio-birdman-myo--d-chiro-inositol-90-capsulas-3877564/p,Chedraui,"Suplemento Alimenticio Birdman Myo & D-Chiro Inositol 90 Cápsulas.<div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) ",4.5,481,,2025-11-18T17:19:59.242594
3877561,000038775611,Suplemento Alimenticio Birdman Berberina HCL Inulina de Agave 90 Cápsulas,Birdman,Lacteos,539.0,539.0,MXN,0,True,10,https://chedrauimx.vteximg.com.br/arquivos/ids/58269700/7503038209412_00.jpg?v=638983392995130000,product_images\3877561.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/suplemento-alimenticio-birdman-berberina-hcl-inulina-de-agave-90-capsulas-3877561/p,Chedraui,"Suplemento Alimenticio Birdman Berberina HCL Inulina de Agave 90 Cápsulas 54g.<div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, p",4.1,453,,2025-11-18T17:19:59.873212
3877554,750303820988,Suplemento Alimenticio Birdman Resveratrol 45 Cápsulas,Birdman,Lacteos,429.0,429.0,MXN,0,True,10,https://chedrauimx.vteximg.com.br/arquivos/ids/58269674/7503038209887_00.jpg?v=638983392930130000,product_images\3877554.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/suplemento-alimenticio-birdman-resveratrol-45-capsulas-3877554/p,Chedraui,"Suplemento Alimenticio Birdman Resveratrol 45 Cápsulas.<div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden camb",4.0,498,,2025-11-18T17:20:00.540464
3734664,000037346645,Crema León Entera 900g,Leon,Lacteos,68.0,68.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/57841817/7501161500031_00.jpg?v=638979563412230000,product_images\3734664.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-leon-entera-900g-3734664/p,Chedraui,"Crema Leon Entera 900 g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo avi",3.8,433,,2025-11-18T17:20:01.460296
3734663,750116150001,Crema León Entera 200g,Leon,Lacteos,19.0,19.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/57841818/7501161500017_00.jpg?v=638979563416700000,product_images\3734663.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-leon-entera-200g-3734663/p,Chedraui,"Crema Leon Entera 200 g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo avi",4.5,288,,2025-11-18T17:20:02.129757
3717749,750130080023,Crema Querétaro Entera Acidifica Pasteurizada 200g,Querétaro,Lacteos,19.0,19.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/58691842/7501300800237_00.jpg?v=638990895993370000,product_images\3717749.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-queretaro-entera-acidifica-pasteurizada-200g-3717749/p,Chedraui,"Crema Querétaro Entera Acidifica Pasteurizada 200g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambia",4.5,448,,2025-11-18T17:20:03.027734
3617556,999991732372,Crema Acida Light León 450g,Leche León,Lacteos,35.0,35.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/57717991/7501161500024_00.jpg?v=638978969741670000,product_images\3617556.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-acida-light-leon-450g-3617556/p,Chedraui,"Crema Acida Light León 450g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo",3.8,350,,2025-11-18T17:20:03.929957
3526838,000035268383,Crema Marsella Pasteurizada 450ml,Marsella,Lacteos,31.0,31.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/57717971/7503008591660_00.jpg?v=638978969680730000,product_images\3526838.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-marsella-pasteurizada-450ml-3526838/p,Chedraui,"Crema Pasteurizada Marsella Pet 450ml
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar ",3.8,159,,2025-11-18T17:20:04.554548
3341677,750300859129,Crema Acidificada Natural 200ml,Marsella,Lacteos,16.0,16.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/57717927/7503008591295_00.jpg?v=638978969530300000,product_images\3341677.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-acidificada-natural-200ml-3341677/p,Chedraui,"Crema Acidificada Natural Marsella 200ml
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o vari",4.0,37,,2025-11-18T17:20:05.520713
3341671,000033416717,Crema Acidificada Natural 450ml,Marsella,Lacteos,32.0,32.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/57717925/7503008591301_00.jpg?v=638978969522700000,product_images\3341671.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-acidificada-natural-450ml-3341671/p,Chedraui,"Crema Acidificada Natural Marsella 450ml
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o vari",4.4,293,,2025-11-18T17:20:06.294205
3337710,750120970975,Crema Sello Rojo Acidificada Natural 900g,Sello Rojo,Lacteos,83.0,83.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/57838351/7501209708153_00.jpg?v=638979555050130000,product_images\3337710.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-sello-rojo-acidificada-natural-900g-3337710/p,Chedraui,"Crema Sello Rojo Acidificada Natural 900g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o var",4.3,347,,2025-11-18T17:20:06.956491
3014867,750115841430,Crema Ácida San Marcos 200g,San Marcos,Lacteos,20.0,20.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/57733530/7501158414303_00.jpg?v=638979010462500000,product_images\3014867.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-acida-san-marcos-200g-3014867/p,Chedraui,"Crema pasteurizada de leche de vaca.
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar s",3.6,64,,2025-11-18T17:20:07.651709
3014439,000030144392,Crema Sello Rojo Acida 200g,Sello Rojo,Lacteos,23.0,23.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/57969862/7501209709877_00.jpg?v=638980563020370000,product_images\3014439.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-sello-rojo-acida-200g-3014439/p,Chedraui,"Crema Sello Rojo Acida 200g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo",4.5,284,,2025-11-18T17:20:08.359284
3014286,000030142862,Crema Pradel Entera Natural 246g,Pradel,Lacteos,93.5,93.5,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57714269/7503005126131_00.jpg?v=638978959502570000,product_images\3014286.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-pradel-entera-natural-246g-3014286/p,Chedraui,"Crema Pradel Entera Natural 246g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin p",3.7,227,,2025-11-18T17:20:08.977452
3091583,000030915831,Cooler Boones Sun Peak Peach 750ml,Boones,Bebidas,94.0,94.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/58220403/85000001509_00.jpg?v=638983289999670000,product_images\3091583.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/cooler-boones-sun-peak-peach-750ml-3091583/p,Chedraui,"Bebida Alcohólica Preparada De Baja Graduación Con Una Delicada Mezcla De Sabores A Frescos Duraznos, Ligeramente Dulce Y Burbujeante
 <div><br><b>*La venta de bebidas alcohólicas es únicamente para m",3.7,84,,2025-11-18T17:20:12.995761
3795979,750619250959,Cooler Kool Blue Berry 355ml,Kool,Bebidas,23.0,23.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/58241401/7506192509596_00.jpg?v=638983335367870000,product_images\3795979.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/cooler-kool-blue-berry-355ml-3795979/p,Chedraui,"Cooler Kool Blue Berry 355ml
 <div><br><b>*La venta de bebidas alcohólicas es únicamente para mayores de edad, se deberá presentar identificación oficial vigente (INE, pasaporte o licencia).</b>
<br><",4.3,208,,2025-11-18T17:20:13.675230
3738050,000037380502,Boones Pink Lemonade 750ml,Boones,Bebidas,94.0,94.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/58229989/85000910610_00.jpg?v=638983310843300000,product_images\3738050.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/boones-pink-lemonade-750ml-3738050/p,Chedraui,"Una deliciosa y refrescante limonada de baja graduación con frutos rojos ideal para compartir con tus amigos en cualquier ocasión
 <div><br><b>*La venta de bebidas alcohólicas es únicamente para mayor",4.4,420,,2025-11-18T17:20:14.290872
3631154,750103248541,Cooler Caribe Cooler Ultra Durazno 300ml,Caribe Cooler,Bebidas,26.0,26.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/58181671/7501032485412_00.jpg?v=638983206442330000,product_images\3631154.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/cooler-caribe-cooler-ultra-durazno-300ml-3631154/p,Chedraui,"Cooler Caribe Cooler Ultra, 100 porciento mexicano, sabor durazno suave muy refrescante bien frío, ideal para momentos de diversión en familia y con amigos, para quienes gustan de cuidar el balance en",4.4,238,,2025-11-18T17:20:14.919484
3092646,750300224411,Ocean Spray Bebida de Arándano Clásico 1L,Ocean Spray,Bebidas,30.0,30.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/58221788/31200454560_00.jpg?v=638983292571500000,product_images\3092646.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/ocean-spray-bebida-de-arandano-clasico-1l-3092646/p,Chedraui,"¡Siente las bondades del Cranberry! Disfruta el delicioso sabor de los cranberries que vienen directo del campo. Una deliciosa manera de obtener todos los beneficios para la salud.
<div><br><b>Las imá",3.9,411,,2025-11-18T17:20:15.673307
3091584,000030915848,Cooler Boones Strawberry Hill 750ml,Boones,Bebidas,94.0,94.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/58220404/85000007303_00.jpg?v=638983290003100000,product_images\3091584.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/cooler-boones-strawberry-hill-750ml-3091584/p,Chedraui,"Bebida Alcohólica Preparada De Baja Graduación Sabor Fresa, Ligeramente Dulce Y Burbujeante
 <div><br><b>*La venta de bebidas alcohólicas es únicamente para mayores de edad, se deberá presentar identi",4.6,85,,2025-11-18T17:20:16.300372
3838044,000038380440,4Pack Bebida Energizante Monster ENERGY 473ml Cada Uno,Monster,Bebidas,129.0,129.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/57570733/70847897071_00.jpg?v=638978025978600000,product_images\3838044.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/4pack-bebida-energizante-monster-energy-473ml-cada-uno-3838044/p,Chedraui,"Bebida Energizante Monster ENERGY
<div><br><b>Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin p",4.3,310,,2025-11-18T17:20:16.940775
3833457,739437662086,Bebida Oatly Sin Azúcar Avena 1L,Oatly,Bebidas,61.8,65.0,MXN,4.92,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57798644/7394376620867_00.jpg?v=638979164956800000,product_images\3833457.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/bebida-oatly-sin-azucar-avena-1l-3833457/p,Chedraui,"Bebida Oatly Sin Azú0car Avena
<div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previ",4.3,479,,2025-11-18T17:20:17.556533
3801361,750105538390,Cooler Jack Daniels Coca Cola 473ml,Jack Daniel's,Bebidas,44.0,44.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/58242520/7501055383900_00.jpg?v=638983337714430000,product_images\3801361.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/cooler-jack-daniels-coca-cola-473ml-3801361/p,Chedraui,"Cooler Jack Daniels Coca Cola 473 ml
 <div><br><b>*La venta de bebidas alcohólicas es únicamente para mayores de edad, se deberá presentar identificación oficial vigente (INE, pasaporte o licencia).</",3.7,31,,2025-11-18T17:20:18.175508
3712850,000037128500,Perla Negra Gris 473ml,Perla Negra,Bebidas,39.0,39.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57635950/7501036100014_00.jpg?v=638978761284800000,product_images\3712850.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/perla-negra-gris-473ml-3712850/p,Chedraui,"Perla Negra es el cóctel clásico tipo submarino con 8 porciento de alcohol, elaborado con licor de hierbas Jegs, sin taurina ni cafeína
 <div><br><b>*La venta de bebidas alcohólicas es únicamente para",4.8,157,,2025-11-18T17:20:19.014836
3705472,750103248571,Bebida Presidente Brandy 355ml,Principia,Bebidas,23.0,23.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57625372/7501032485719_00.jpg?v=638978734298400000,product_images\3705472.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/bebida-presidente-brandy-355ml-3705472/p,Chedraui,"Bebida Presidente Brandy 355ml
<div><br><b>*La venta de bebidas alcohólicas es únicamente para mayores de edad, se deberá presentar identificación oficial vigente (INE, pasaporte o licencia).</b>
<br>",5.0,143,,2025-11-18T17:20:19.671926
3687097,000036870974,Caribe Cooler Ultra sabor Toronja 300ml,Caribe Cooler,Bebidas,26.0,26.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/58200150/7501032485436_00.jpg?v=638983247106400000,product_images\3687097.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/caribe-cooler-ultra-sabor-toronja-300ml-3687097/p,Chedraui,"Cooler Caribe Cooler Ultra sabor Toronja, 100 porciento mexicano, sabor suave muy refrescante bien frío, ideal para momentos de diversión en familia y con amigos, para quienes gustan de cuidar el bala",4.9,449,,2025-11-18T17:20:20.381925
3667739,750103248550,Cooler Caribe Tinto Lata 355ml,Caribe Cooler,Bebidas,21.5,21.5,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/58202558/7501032485504_00.jpg?v=638983252041930000,product_images\3667739.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/cooler-caribe-tinto-lata-355ml-3667739/p,Chedraui,"Cooler Caribe Cooler 100 porciento mexicano, sabor vino tinto muy refrescante en envase de aluminio para mantener el producto frío por más tiempo, ideal para compartir en momentos de diversión en fami",3.6,40,,2025-11-18T17:20:21.231148
