sku,upc,name,brand,category,subcategory,size,price,list_price,discount_percentage,currency,available,stock_quantity,image_url,product_url,store,description,rating,reviews_count,is_school_supply,is_office_supply,scraped_at,last_updated
ST5000010,750449770372,Xerox Papel Crepé 10pz,Xerox,Hojas y Papel,Papel Crepé,10pz,37.21,37.21,0,MXN,True,0,https://cdn.stationery-store.mx/products/5000010.jpg,https://www.costco.com.mx/producto/5000010,Walmart,Xerox Papel Crepé 10pz - Artículo de papelería de alta calidad,4.1,274,False,True,2025-11-18T16:26:42.320349,2025-11-18T16:26:42.320350
ST5000011,750442032568,Five Star Cuaderno Doble Raya 100 hojas,Five Star,Cuadernos y Libretas,Cuaderno Doble Raya,100 hojas,22.51,22.51,0,MXN,True,2,https://cdn.stationery-store.mx/products/5000011.jpg,https://www.amazonméxico.com.mx/producto/5000011,Amazon México,Five Star Cuaderno Doble Raya 100 hojas - Artículo de papelería de alta calidad,4.0,161,True,False,2025-11-18T16:26:42.320360,2025-11-18T16:26:42.320361
ST5000012,750422010660,"Leitz Carpeta de Argollas 2"" 1pz",Leitz,Archivado y Organización,"Carpeta de Argollas 2""",1pz,57.49,57.49,0,MXN,True,85,https://cdn.stationery-store.mx/products/5000012.jpg,https://www.lumen.com.mx/producto/5000012,Office Depot,"Leitz Carpeta de Argollas 2"" 1pz - Artículo de papelería de alta calidad",4.4,17,False,True,2025-11-18T16:26:42.320369,2025-11-18T16:26:42.320370
ST5000013,750774220957,Reynolds Plumón para Pizarrón 4pz,Reynolds,Escritura,Plumón para Pizarrón,4pz,46.67,46.67,0,MXN,True,140,https://cdn.stationery-store.mx/products/5000013.jpg,https://www.papeleríacornejo.com.mx/producto/5000013,Amazon México,Reynolds Plumón para Pizarrón 4pz - Artículo de papelería de alta calidad,4.7,159,True,False,2025-11-18T16:26:42.320379,2025-11-18T16:26:42.320380
ST5000014,750394792893,Kores Cinta Adhesiva Transparente 1pz,Kores,Adhesivos,Cinta Adhesiva Transparente,1pz,14.19,14.19,0,MXN,True,73,https://cdn.stationery-store.mx/products/5000014.jpg,https://www.costco.com.mx/producto/5000014,Lumen,Kores Cinta Adhesiva Transparente 1pz - Artículo de papelería de alta calidad,4.6,123,False,False,2025-11-18T16:26:42.320388,2025-11-18T16:26:42.320389
ST5000015,750834067294,HP Tóner Negro 1pz,HP,Consumibles de Impresión,Tóner Negro,1pz,681.14,681.14,0,MXN,False,132,https://cdn.stationery-store.mx/products/5000015.jpg,https://www.amazonméxico.com.mx/producto/5000015,Office Max,HP Tóner Negro 1pz - Artículo de papelería de alta calidad,3.8,45,False,False,2025-11-18T16:26:42.320400,2025-11-18T16:26:42.320401
ST5000016,750122306263,Norma Colores de Madera 24pz,Norma,Artículos de Arte,Colores de Madera,24pz,77.85,77.85,0,MXN,False,22,https://cdn.stationery-store.mx/products/5000016.jpg,https://www.officedepot.com.mx/producto/5000016,Amazon México,Norma Colores de Madera 24pz - Artículo de papelería de alta calidad,3.9,40,True,False,2025-11-18T16:26:42.320410,2025-11-18T16:26:42.320411
ST5000017,750120555153,Leitz Folder Manila Carta 100pz,Leitz,Archivado y Organización,Folder Manila Carta,100pz,120.2,120.2,0,MXN,True,132,https://cdn.stationery-store.mx/products/5000017.jpg,https://www.officemax.com.mx/producto/5000017,OfficeMax,Leitz Folder Manila Carta 100pz - Artículo de papelería de alta calidad,3.8,253,False,True,2025-11-18T16:26:42.320420,2025-11-18T16:26:42.320421
ST5000018,750791766986,Pelikan Plumón para Pizarrón 4pz,Pelikan,Escritura,Plumón para Pizarrón,4pz,54.18,54.18,0,MXN,True,134,https://cdn.stationery-store.mx/products/5000018.jpg,https://www.officemax.com.mx/producto/5000018,Office Depot,Pelikan Plumón para Pizarrón 4pz - Artículo de papelería de alta calidad,3.9,10,True,False,2025-11-18T16:26:42.320429,2025-11-18T16:26:42.320430
ST5000019,750807143655,Wilson Jones Folder Manila Carta 100pz,Wilson Jones,Archivado y Organización,Folder Manila Carta,100pz,99.05,150.93,34.4,MXN,True,189,https://cdn.stationery-store.mx/products/5000019.jpg,https://www.walmart.com.mx/producto/5000019,Lumen,Wilson Jones Folder Manila Carta 100pz - Artículo de papelería de alta calidad,4.0,152,False,True,2025-11-18T16:26:42.320439,2025-11-18T16:26:42.320440
ST5000020,750578494352,3M Pizarrón Corcho 40x60cm 1pz,3M,Pizarrones,Pizarrón Corcho 40x60cm,1pz,192.26,192.26,0,MXN,True,70,https://cdn.stationery-store.mx/products/5000020.jpg,https://www.officemax.com.mx/producto/5000020,Amazon México,3M Pizarrón Corcho 40x60cm 1pz - Artículo de papelería de alta calidad,4.8,178,False,False,2025-11-18T16:26:42.320450,2025-11-18T16:26:42.320451
ST5000021,750822605660,HP Papel Fotográfico A4 50 hojas,HP,Consumibles de Impresión,Papel Fotográfico A4,50 hojas,182.75,182.75,0,MXN,False,192,https://cdn.stationery-store.mx/products/5000021.jpg,https://www.costco.com.mx/producto/5000021,Walmart,HP Papel Fotográfico A4 50 hojas - Artículo de papelería de alta calidad,3.9,87,False,False,2025-11-18T16:26:42.320459,2025-11-18T16:26:42.320460
ST5000022,750866492374,Faber-Castell Pinceles 5pz,Faber-Castell,Artículos de Arte,Pinceles,5pz,35.06,40.01,12.4,MXN,True,170,https://cdn.stationery-store.mx/products/5000022.jpg,https://www.walmart.com.mx/producto/5000022,Papelería Cornejo,Faber-Castell Pinceles 5pz - Artículo de papelería de alta calidad,4.2,249,True,False,2025-11-18T16:26:42.320469,2025-11-18T16:26:42.320470
ST5000023,750222187755,Scotch Cinta Adhesiva Transparente 1pz,Scotch,Adhesivos,Cinta Adhesiva Transparente,1pz,21.66,21.66,0,MXN,True,112,https://cdn.stationery-store.mx/products/5000023.jpg,https://www.papeleríacornejo.com.mx/producto/5000023,Office Max,Scotch Cinta Adhesiva Transparente 1pz - Artículo de papelería de alta calidad,3.9,45,False,False,2025-11-18T16:26:42.320479,2025-11-18T16:26:42.320480
ST5000024,750580148487,Pendaflex Clasificadores con Broche 10pz,Pendaflex,Archivado y Organización,Clasificadores con Broche,10pz,51.22,51.22,0,MXN,True,144,https://cdn.stationery-store.mx/products/5000024.jpg,https://www.officedepot.com.mx/producto/5000024,Costco,Pendaflex Clasificadores con Broche 10pz - Artículo de papelería de alta calidad,4.3,275,False,True,2025-11-18T16:26:42.320488,2025-11-18T16:26:42.320489
ST5000025,750483317711,Nike Lonchera Térmica 1pz,Nike,Mochilas y Loncheras,Lonchera Térmica,1pz,132.61,132.61,0,MXN,False,174,https://cdn.stationery-store.mx/products/5000025.jpg,https://www.papeleríacornejo.com.mx/producto/5000025,Amazon México,Nike Lonchera Térmica 1pz - Artículo de papelería de alta calidad,4.5,38,True,False,2025-11-18T16:26:42.320497,2025-11-18T16:26:42.320498
ST5000026,750754441823,Swingline Porta Clips Magnético 1pz,Swingline,Escritorio y Accesorios,Porta Clips Magnético,1pz,43.14,43.14,0,MXN,True,112,https://cdn.stationery-store.mx/products/5000026.jpg,https://www.amazonméxico.com.mx/producto/5000026,Walmart,Swingline Porta Clips Magnético 1pz - Artículo de papelería de alta calidad,4.0,79,False,True,2025-11-18T16:26:42.320507,2025-11-18T16:26:42.320508
ST5000027,750526860073,Artline Marcadores para Pizarrón 4pz,Artline,Pizarrones,Marcadores para Pizarrón,4pz,86.03,86.03,0,MXN,True,80,https://cdn.stationery-store.mx/products/5000027.jpg,https://www.amazonméxico.com.mx/producto/5000027,Lumen,Artline Marcadores para Pizarrón 4pz - Artículo de papelería de alta calidad,4.3,207,False,False,2025-11-18T16:26:42.320515,2025-11-18T16:26:42.320516
ST5000028,750995562410,Office Depot Folder Manila Carta 100pz,Office Depot,Archivado y Organización,Folder Manila Carta,100pz,130.72,147.92,11.6,MXN,True,57,https://cdn.stationery-store.mx/products/5000028.jpg,https://www.officedepot.com.mx/producto/5000028,Lumen,Office Depot Folder Manila Carta 100pz - Artículo de papelería de alta calidad,4.0,108,False,True,2025-11-18T16:26:42.320525,2025-11-18T16:26:42.320526
ST5000029,750937296506,Avery Folder de Colores 25pz,Avery,Archivado y Organización,Folder de Colores,25pz,62.42,62.42,0,MXN,True,150,https://cdn.stationery-store.mx/products/5000029.jpg,https://www.papeleríacornejo.com.mx/producto/5000029,Walmart,Avery Folder de Colores 25pz - Artículo de papelería de alta calidad,4.8,139,False,True,2025-11-18T16:26:42.320536,2025-11-18T16:26:42.320536
ST5000030,750796247235,Sharp Calculadora Impresora 1pz,Sharp,Calculadoras,Calculadora Impresora,1pz,1493.58,1693.93,11.8,MXN,True,21,https://cdn.stationery-store.mx/products/5000030.jpg,https://www.officemax.com.mx/producto/5000030,Amazon México,Sharp Calculadora Impresora 1pz - Artículo de papelería de alta calidad,3.9,171,False,True,2025-11-18T16:26:42.320546,2025-11-18T16:26:42.320547
ST5000031,750355092717,Norma Post-it Notes 100 hojas,Norma,Cuadernos y Libretas,Post-it Notes,100 hojas,31.49,40.47,22.2,MXN,True,146,https://cdn.stationery-store.mx/products/5000031.jpg,https://www.walmart.com.mx/producto/5000031,OfficeMax,Norma Post-it Notes 100 hojas - Artículo de papelería de alta calidad,4.0,284,True,False,2025-11-18T16:26:42.320556,2025-11-18T16:26:42.320557
ST5000032,750612049681,Swingline Grapas Estándar 5000pz,Swingline,Escritorio y Accesorios,Grapas Estándar,5000pz,37.41,46.24,19.1,MXN,True,81,https://cdn.stationery-store.mx/products/5000032.jpg,https://www.walmart.com.mx/producto/5000032,Office Max,Swingline Grapas Estándar 5000pz - Artículo de papelería de alta calidad,3.9,32,False,True,2025-11-18T16:26:42.320564,2025-11-18T16:26:42.320565
ST5000033,750290433534,Casio Calculadora Básica 1pz,Casio,Calculadoras,Calculadora Básica,1pz,93.05,93.05,0,MXN,True,16,https://cdn.stationery-store.mx/products/5000033.jpg,https://www.amazonméxico.com.mx/producto/5000033,Lumen,Casio Calculadora Básica 1pz - Artículo de papelería de alta calidad,4.9,220,False,True,2025-11-18T16:26:42.320571,2025-11-18T16:26:42.320572
ST5000034,750551071456,HP CD-R Grabable 10pz,HP,Consumibles de Impresión,CD-R Grabable,10pz,112.41,131.5,14.5,MXN,False,41,https://cdn.stationery-store.mx/products/5000034.jpg,https://www.walmart.com.mx/producto/5000034,Office Depot,HP CD-R Grabable 10pz - Artículo de papelería de alta calidad,4.8,12,False,False,2025-11-18T16:26:42.320581,2025-11-18T16:26:42.320581
ST5000035,750115962926,Wilson Jones Folder de Colores 25pz,Wilson Jones,Archivado y Organización,Folder de Colores,25pz,55.14,55.14,0,MXN,True,0,https://cdn.stationery-store.mx/products/5000035.jpg,https://www.amazonméxico.com.mx/producto/5000035,Costco,Wilson Jones Folder de Colores 25pz - Artículo de papelería de alta calidad,4.4,203,False,True,2025-11-18T16:26:42.320591,2025-11-18T16:26:42.320591
ST5000036,750816766797,Brother Cartucho Negro Compatible 1pz,Brother,Consumibles de Impresión,Cartucho Negro Compatible,1pz,273.99,415.42,34.0,MXN,True,59,https://cdn.stationery-store.mx/products/5000036.jpg,https://www.officemax.com.mx/producto/5000036,Amazon México,Brother Cartucho Negro Compatible 1pz - Artículo de papelería de alta calidad,4.7,274,False,False,2025-11-18T16:26:42.320599,2025-11-18T16:26:42.320600
ST5000037,750168557380,Faber-Castell Colores de Madera 24pz,Faber-Castell,Artículos de Arte,Colores de Madera,24pz,93.32,93.32,0,MXN,True,32,https://cdn.stationery-store.mx/products/5000037.jpg,https://www.officedepot.com.mx/producto/5000037,Papelería Cornejo,Faber-Castell Colores de Madera 24pz - Artículo de papelería de alta calidad,3.8,95,True,False,2025-11-18T16:26:42.320607,2025-11-18T16:26:42.320607
ST5000038,750890567901,"Oxford Carpeta de Argollas 2"" 1pz",Oxford,Archivado y Organización,"Carpeta de Argollas 2""",1pz,52.12,66.65,21.8,MXN,True,170,https://cdn.stationery-store.mx/products/5000038.jpg,https://www.lumen.com.mx/producto/5000038,Costco,"Oxford Carpeta de Argollas 2"" 1pz - Artículo de papelería de alta calidad",4.5,61,False,True,2025-11-18T16:26:42.320614,2025-11-18T16:26:42.320615
ST5000039,750525071691,Pelikan Corrector Líquido 1pz,Pelikan,Escritura,Corrector Líquido,1pz,19.19,19.19,0,MXN,True,96,https://cdn.stationery-store.mx/products/5000039.jpg,https://www.amazonméxico.com.mx/producto/5000039,OfficeMax,Pelikan Corrector Líquido 1pz - Artículo de papelería de alta calidad,4.7,69,True,False,2025-11-18T16:26:42.320622,2025-11-18T16:26:42.320622
ST5000040,750213060529,Artline Engrapadora Estándar 1pz,Artline,Escritorio y Accesorios,Engrapadora Estándar,1pz,76.75,76.75,0,MXN,True,36,https://cdn.stationery-store.mx/products/5000040.jpg,https://www.officedepot.com.mx/producto/5000040,Office Max,Artline Engrapadora Estándar 1pz - Artículo de papelería de alta calidad,4.5,99,False,True,2025-11-18T16:26:42.320629,2025-11-18T16:26:42.320629
ST5000041,750251891609,Scotch Diurex Jumbo 1pz,Scotch,Adhesivos,Diurex Jumbo,1pz,70.81,80.69,12.2,MXN,True,40,https://cdn.stationery-store.mx/products/5000041.jpg,https://www.officemax.com.mx/producto/5000041,Costco,Scotch Diurex Jumbo 1pz - Artículo de papelería de alta calidad,4.7,55,False,False,2025-11-18T16:26:42.320638,2025-11-18T16:26:42.320639
ST5000042,750281017951,3M Diurex Jumbo 1pz,3M,Adhesivos,Diurex Jumbo,1pz,69.98,92.04,24.0,MXN,True,77,https://cdn.stationery-store.mx/products/5000042.jpg,https://www.officemax.com.mx/producto/5000042,Amazon México,3M Diurex Jumbo 1pz - Artículo de papelería de alta calidad,4.4,152,False,False,2025-11-18T16:26:42.320646,2025-11-18T16:26:42.320647
ST5000043,750732727815,Staples Clips Mariposa 100pz,Staples,Escritorio y Accesorios,Clips Mariposa,100pz,21.33,23.94,10.9,MXN,True,82,https://cdn.stationery-store.mx/products/5000043.jpg,https://www.costco.com.mx/producto/5000043,Walmart,Staples Clips Mariposa 100pz - Artículo de papelería de alta calidad,3.8,299,False,True,2025-11-18T16:26:42.320654,2025-11-18T16:26:42.320655
ST5000044,750137852865,HP Papel Bond Blanco Oficio 500 hojas,HP,Hojas y Papel,Papel Bond Blanco Oficio,500 hojas,120.55,120.55,0,MXN,True,119,https://cdn.stationery-store.mx/products/5000044.jpg,https://www.walmart.com.mx/producto/5000044,OfficeMax,HP Papel Bond Blanco Oficio 500 hojas - Artículo de papelería de alta calidad,4.2,48,False,True,2025-11-18T16:26:42.320661,2025-11-18T16:26:42.320662
ST5000045,750207152707,Maped Despachador de Cinta 1pz,Maped,Escritorio y Accesorios,Despachador de Cinta,1pz,68.98,68.98,0,MXN,True,73,https://cdn.stationery-store.mx/products/5000045.jpg,https://www.officedepot.com.mx/producto/5000045,OfficeMax,Maped Despachador de Cinta 1pz - Artículo de papelería de alta calidad,4.1,270,False,True,2025-11-18T16:26:42.320668,2025-11-18T16:26:42.320668
ST5000046,750702624007,Citizen Calculadora Básica 1pz,Citizen,Calculadoras,Calculadora Básica,1pz,83.21,103.61,19.7,MXN,True,188,https://cdn.stationery-store.mx/products/5000046.jpg,https://www.walmart.com.mx/producto/5000046,Walmart,Citizen Calculadora Básica 1pz - Artículo de papelería de alta calidad,4.7,203,False,True,2025-11-18T16:26:42.320675,2025-11-18T16:26:42.320676
ST5000047,750284562150,Artline Pizarrón Corcho 40x60cm 1pz,Artline,Pizarrones,Pizarrón Corcho 40x60cm,1pz,158.03,158.03,0,MXN,True,160,https://cdn.stationery-store.mx/products/5000047.jpg,https://www.officemax.com.mx/producto/5000047,Amazon México,Artline Pizarrón Corcho 40x60cm 1pz - Artículo de papelería de alta calidad,4.5,231,False,False,2025-11-18T16:26:42.320683,2025-11-18T16:26:42.320683
ST5000048,750975155200,Trust USB 32GB 1pz,Trust,Tecnología y Cómputo,USB 32GB,1pz,100.4,100.4,0,MXN,True,28,https://cdn.stationery-store.mx/products/5000048.jpg,https://www.officemax.com.mx/producto/5000048,Costco,Trust USB 32GB 1pz - Artículo de papelería de alta calidad,4.0,129,False,False,2025-11-18T16:26:42.320690,2025-11-18T16:26:42.320691
ST5000049,750632778770,Nike Estuche Escolar 1pz,Nike,Mochilas y Loncheras,Estuche Escolar,1pz,102.46,102.46,0,MXN,True,113,https://cdn.stationery-store.mx/products/5000049.jpg,https://www.papeleríacornejo.com.mx/producto/5000049,OfficeMax,Nike Estuche Escolar 1pz - Artículo de papelería de alta calidad,4.2,282,True,False,2025-11-18T16:26:42.320698,2025-11-18T16:26:42.320698
ST5000050,750785381025,Puma Mochila Deportiva 1pz,Puma,Mochilas y Loncheras,Mochila Deportiva,1pz,502.17,502.17,0,MXN,True,94,https://cdn.stationery-store.mx/products/5000050.jpg,https://www.costco.com.mx/producto/5000050,Lumen,Puma Mochila Deportiva 1pz - Artículo de papelería de alta calidad,4.1,78,True,False,2025-11-18T16:26:42.320705,2025-11-18T16:26:42.320706
ST5000051,750695094667,"Wilson Jones Carpeta de Argollas 2"" 1pz",Wilson Jones,Archivado y Organización,"Carpeta de Argollas 2""",1pz,63.12,63.12,0,MXN,True,145,https://cdn.stationery-store.mx/products/5000051.jpg,https://www.officemax.com.mx/producto/5000051,Amazon México,"Wilson Jones Carpeta de Argollas 2"" 1pz - Artículo de papelería de alta calidad",3.9,121,False,True,2025-11-18T16:26:42.320715,2025-11-18T16:26:42.320716
ST5000052,750294771588,Avery Charola Portadocumentos 1pz,Avery,Archivado y Organización,Charola Portadocumentos,1pz,79.28,79.28,0,MXN,True,145,https://cdn.stationery-store.mx/products/5000052.jpg,https://www.officedepot.com.mx/producto/5000052,Lumen,Avery Charola Portadocumentos 1pz - Artículo de papelería de alta calidad,3.9,159,False,True,2025-11-18T16:26:42.320723,2025-11-18T16:26:42.320724
ST5000053,750429452571,Xerox Papel Bond Blanco Oficio 500 hojas,Xerox,Hojas y Papel,Papel Bond Blanco Oficio,500 hojas,116.42,163.52,28.8,MXN,True,50,https://cdn.stationery-store.mx/products/5000053.jpg,https://www.amazonméxico.com.mx/producto/5000053,OfficeMax,Xerox Papel Bond Blanco Oficio 500 hojas - Artículo de papelería de alta calidad,4.3,122,False,True,2025-11-18T16:26:42.320732,2025-11-18T16:26:42.320732
ST5000054,750594596411,Quartet Pizarrón Blanco 40x60cm 1pz,Quartet,Pizarrones,Pizarrón Blanco 40x60cm,1pz,215.01,215.01,0,MXN,True,0,https://cdn.stationery-store.mx/products/5000054.jpg,https://www.officedepot.com.mx/producto/5000054,Office Max,Quartet Pizarrón Blanco 40x60cm 1pz - Artículo de papelería de alta calidad,4.7,201,False,False,2025-11-18T16:26:42.320739,2025-11-18T16:26:42.320740
ST5000055,750243388030,Xerox Cartucho Color Compatible 1pz,Xerox,Consumibles de Impresión,Cartucho Color Compatible,1pz,231.23,231.23,0,MXN,True,195,https://cdn.stationery-store.mx/products/5000055.jpg,https://www.officedepot.com.mx/producto/5000055,Office Depot,Xerox Cartucho Color Compatible 1pz - Artículo de papelería de alta calidad,4.7,78,False,False,2025-11-18T16:26:42.320748,2025-11-18T16:26:42.320749
ST5000056,750911847733,Norma Libreta Ejecutiva 1pz,Norma,Cuadernos y Libretas,Libreta Ejecutiva,1pz,64.79,64.79,0,MXN,True,189,https://cdn.stationery-store.mx/products/5000056.jpg,https://www.officemax.com.mx/producto/5000056,Costco,Norma Libreta Ejecutiva 1pz - Artículo de papelería de alta calidad,5.0,292,True,False,2025-11-18T16:26:42.320755,2025-11-18T16:26:42.320756
ST5000057,750108875082,Verbatim Cable USB Tipo C 1m,Verbatim,Tecnología y Cómputo,Cable USB Tipo C,1m,67.36,67.36,0,MXN,True,115,https://cdn.stationery-store.mx/products/5000057.jpg,https://www.costco.com.mx/producto/5000057,OfficeMax,Verbatim Cable USB Tipo C 1m - Artículo de papelería de alta calidad,4.3,140,False,False,2025-11-18T16:26:42.320763,2025-11-18T16:26:42.320764
ST5000058,750480831495,SanDisk USB 32GB 1pz,SanDisk,Tecnología y Cómputo,USB 32GB,1pz,110.84,124.22,10.8,MXN,True,4,https://cdn.stationery-store.mx/products/5000058.jpg,https://www.walmart.com.mx/producto/5000058,Amazon México,SanDisk USB 32GB 1pz - Artículo de papelería de alta calidad,4.4,300,False,False,2025-11-18T16:26:42.320772,2025-11-18T16:26:42.320772
ST5000059,750266745492,Avery Caja de Archivo Muerto 1pz,Avery,Archivado y Organización,Caja de Archivo Muerto,1pz,54.33,54.33,0,MXN,True,194,https://cdn.stationery-store.mx/products/5000059.jpg,https://www.officemax.com.mx/producto/5000059,Office Depot,Avery Caja de Archivo Muerto 1pz - Artículo de papelería de alta calidad,3.8,272,False,True,2025-11-18T16:26:42.320779,2025-11-18T16:26:42.320780
ST5000060,750239355412,Office Depot Engrapadora Estándar 1pz,Office Depot,Escritorio y Accesorios,Engrapadora Estándar,1pz,84.16,84.16,0,MXN,True,145,https://cdn.stationery-store.mx/products/5000060.jpg,https://www.amazonméxico.com.mx/producto/5000060,Lumen,Office Depot Engrapadora Estándar 1pz - Artículo de papelería de alta calidad,4.3,76,False,True,2025-11-18T16:26:42.320788,2025-11-18T16:26:42.320788
ST5000061,750841302901,Swingline Clips Mariposa 100pz,Swingline,Escritorio y Accesorios,Clips Mariposa,100pz,20.09,20.09,0,MXN,True,146,https://cdn.stationery-store.mx/products/5000061.jpg,https://www.officemax.com.mx/producto/5000061,Office Depot,Swingline Clips Mariposa 100pz - Artículo de papelería de alta calidad,4.8,181,False,True,2025-11-18T16:26:42.320795,2025-11-18T16:26:42.320796
ST5000062,750848729937,Brother Cartucho Color Compatible 1pz,Brother,Consumibles de Impresión,Cartucho Color Compatible,1pz,238.26,290.84,18.1,MXN,True,124,https://cdn.stationery-store.mx/products/5000062.jpg,https://www.officemax.com.mx/producto/5000062,Walmart,Brother Cartucho Color Compatible 1pz - Artículo de papelería de alta calidad,4.7,290,False,False,2025-11-18T16:26:42.320804,2025-11-18T16:26:42.320804
ST5000063,750645262854,3M Pizarrón Corcho 40x60cm 1pz,3M,Pizarrones,Pizarrón Corcho 40x60cm,1pz,203.64,203.64,0,MXN,True,155,https://cdn.stationery-store.mx/products/5000063.jpg,https://www.papeleríacornejo.com.mx/producto/5000063,Lumen,3M Pizarrón Corcho 40x60cm 1pz - Artículo de papelería de alta calidad,4.4,300,False,False,2025-11-18T16:26:42.320811,2025-11-18T16:26:42.320812
ST5000064,750615516824,Pelikan Block de Dibujo A4 40 hojas,Pelikan,Artículos de Arte,Block de Dibujo A4,40 hojas,48.58,48.58,0,MXN,True,182,https://cdn.stationery-store.mx/products/5000064.jpg,https://www.officemax.com.mx/producto/5000064,Walmart,Pelikan Block de Dibujo A4 40 hojas - Artículo de papelería de alta calidad,4.6,1,True,False,2025-11-18T16:26:42.320819,2025-11-18T16:26:42.320819
ST5000065,750620967556,Kingston USB 32GB 1pz,Kingston,Tecnología y Cómputo,USB 32GB,1pz,141.14,162.36,13.1,MXN,True,3,https://cdn.stationery-store.mx/products/5000065.jpg,https://www.lumen.com.mx/producto/5000065,Costco,Kingston USB 32GB 1pz - Artículo de papelería de alta calidad,4.2,151,False,False,2025-11-18T16:26:42.320827,2025-11-18T16:26:42.320828
